Pose name,Pose_no,Label
3uu1_decoy_314,3,0
1u3d_decoy_385,4,0
5nn5_decoy_68,3,0
5jxn_decoy_170,4,0
1e96_decoy_59,4,0
5c3p_decoy_581,3,0
5u4b_decoy_64,5,0
2flr_decoy_849,2,0
3f19_decoy_203,3,0
1d9i_decoy_331,5,0
2p2a_decoy_835,3,0
5ikb_decoy_307,1,0
2dua_decoy_14,2,0
6h36_decoy_193,5,0
5ko5_decoy_282,3,0
4n6z_decoy_265,4,0
6e7j_decoy_497,5,0
5jjr_decoy_563,4,0
2jew_decoy_450,1,0
1lah_decoy_228,5,0
1mai_decoy_83,5,0
6c0t_decoy_846,3,0
3ocp_decoy_284,2,0
3efs_decoy_337,1,0
1v2s_decoy_394,5,0
2bl9_decoy_456,5,0
5l13_decoy_130,5,0
6hh5_decoy_332,3,0
4g68_decoy_619,5,0
1j14_decoy_158,1,0
2f7p_decoy_419,5,0
3fvl_decoy_483,4,0
2xmy_decoy_433,4,0
5tuz_decoy_547,3,0
1jys_decoy_463,1,0
4xtx_decoy_95,2,0
3nty_decoy_56,5,0
4mrg_decoy_293,3,0
3tsk_decoy_683,1,0
5d0r_decoy_445,1,0
1x8t_decoy_387,1,0
3arq_decoy_201,1,0
4pow_decoy_1_deep,2,0
5jq5_decoy_864,5,0
5km9_decoy_233,2,0
3aid_decoy_901,4,0
4nkw_decoy_151,5,0
4xas_decoy_405,2,0
1k1o_decoy_189,1,0
3ma0_decoy_104,4,0
1uto_decoy_323,2,0
2xdk_decoy_736,4,0
5w7u_decoy_562,4,0
3ljz_decoy_456,4,0
3b7i_decoy_642,1,0
4jzi_decoy_184,4,0
4q7v_decoy_296,1,0
1mzc_decoy_171,3,0
2zz2_decoy_439,1,0
5os8_decoy_112,2,0
4zw5_decoy_459,3,0
1z4o_decoy_260,1,0
1duv_decoy_159,4,0
4yx4_decoy_35,5,0
2psu_decoy_57,4,0
3oki_decoy_154,3,0
4qj0_decoy_479,1,0
1gym_decoy_465,2,0
3dx4_decoy_473,3,0
4ceb_decoy_317,3,0
3rt8_decoy_185,4,0
1nhu_decoy_292,5,0
2cer_decoy_562,3,0
4bcn_decoy_86,5,0
2cbu_decoy_414,4,0
5lga_decoy_351,3,0
1o3f_decoy_553,5,0
1txr_decoy_674,3,0
4rww_decoy_3_deep,4,0
3djv_decoy_58,1,0
3wtn_decoy_19,3,0
6ffi_decoy_110,4,0
2cc6_decoy_255,1,0
1q8t_decoy_709,2,0
4b5d_decoy_226,4,0
1wei_decoy_466,3,0
3a23_decoy_39,3,0
1c5s_decoy_367,5,0
4dv8_decoy_73,4,0
5yvt_decoy_612,4,0
6csp_decoy_607,5,0
4bti_decoy_199,5,0
1syh_decoy_294,3,0
1y3x_decoy_450,3,0
4de2_decoy_626,4,0
3nu3_decoy_691,4,0
1nhx_decoy_606,5,0
4cpz_decoy_511,3,0
4yyt_decoy_62,4,0
6czi_decoy_258,4,0
4yyt_decoy_695,2,0
5h8g_decoy_762,3,0
1fkg_decoy_611,5,0
4kwo_decoy_83,1,0
1ai5_decoy_365,4,0
2wlz_decoy_420,3,0
5yji_decoy_305,5,0
5n9r_decoy_680,5,0
3ivg_decoy_894,5,0
4hwp_decoy_611,1,0
4ury_decoy_302,4,0
6jtc_decoy_298,2,0
2cer_decoy_398,1,0
4buq_decoy_283,1,0
3gk1_decoy_411,5,0
3bxd_decoy_199,5,0
3efs_decoy_37,4,0
2pbw_decoy_198,2,0
5n17_decoy_197,3,0
6gu6_decoy_336,5,0
4w9l_decoy_408,3,0
6g37_decoy_94,1,0
1om1_decoy_484,4,0
4urz_decoy_129,3,0
4m6u_decoy_247,2,0
2h4g_decoy_41,3,0
2i4v_decoy_736,5,0
3pbb_decoy_810,2,0
4kfq_decoy_60,1,0
4ibi_decoy_207,2,0
1ybh_decoy_477,4,0
6ma3_decoy_714,1,0
1pa9_decoy_547,5,0
1hdc_decoy_498,3,0
3ewc_decoy_411,1,0
3nxq_decoy_631,4,0
1e1v_decoy_440,5,0
1yid_decoy_108,4,0
2o4l_decoy_292,3,0
5lwm_decoy_242,1,0
4nj9_decoy_8_deep,2,0
4umc_decoy_760,5,0
6a2m_decoy_822,4,0
4qyy_decoy_38,5,0
2q7q_decoy_400,4,0
4q4o_decoy_654,2,0
1hpx_decoy_829,1,0
3hy9_decoy_576,3,0
2zdn_decoy_241,5,0
2q89_decoy_15,4,0
2yix_decoy_449,5,0
5ota_decoy_498,2,0
6d50_decoy_561,4,0
3kdm_decoy_351,2,0
5fl6_decoy_714,1,0
4km0_decoy_501,5,0
5nw7_decoy_696,1,0
4ef6_decoy_666,5,0
4bco_decoy_132,3,0
4d3h_decoy_2_deep,3,0
5x74_decoy_608,4,0
2ccb_decoy_686,5,0
6csp_decoy_613,2,0
1qy1_decoy_499,4,0
4zme_decoy_146,3,0
4kzq_decoy_691,4,0
5lif_decoy_371,2,0
2zdn_decoy_229,1,0
2uy4_decoy_229,2,0
3ekv_decoy_405,1,0
5eqp_decoy_45,5,0
4j22_decoy_511,2,0
3aas_decoy_802,2,0
3cv7_decoy_629,1,0
2gmv_decoy_790,3,0
6e4a_decoy_273,1,0
1f8c_decoy_431,5,0
5op4_decoy_330,3,0
4fl2_decoy_341,4,0
2v95_decoy_251,3,0
4orm_decoy_201,2,0
5mu6_decoy_411,5,0
6ma5_decoy_329,3,0
1f3e_decoy_162,5,0
5d26_decoy_66,3,0
3r17_decoy_353,5,0
5z99_decoy_730,4,0
6cpa_decoy_252,4,0
4c9x_decoy_440,1,0
5wex_decoy_585,3,0
6ckw_decoy_323,4,0
4i53_decoy_205,1,0
4nh8_decoy_1,4,0
6ey8_decoy_697,4,0
4bi6_decoy_447,1,0
4wk1_decoy_5_deep,1,0
4rfd_decoy_42,1,0
5g5w_decoy_208,4,0
6gzd_decoy_97,3,0
4rqk_decoy_183,5,0
3qaa_decoy_361,2,0
4cc6_decoy_337,1,0
5ax9_decoy_149,5,0
2v2q_decoy_38,3,0
4yc9_decoy_339,2,0
4abh_decoy_602,2,0
2wej_decoy_47,2,0
1gx8_decoy_779,1,0
2wbg_decoy_468,2,0
3sha_decoy_96,2,0
5c4l_decoy_99,1,0
1f28_decoy_672,2,0
3usx_decoy_2_deep,1,0
2f7i_decoy_485,4,0
2xpk_decoy_360,1,0
4bny_decoy_345,2,0
6gwr_decoy_621,1,0
3dcc_decoy_605,2,0
4lar_decoy_267,1,0
2oi0_decoy_889,2,0
2eg7_decoy_349,5,0
2ole_decoy_251,4,0
4l4z_decoy_772,2,0
3oim_decoy_31,2,0
2hi4_decoy_704,4,0
5jhb_decoy_142,3,0
2cex_decoy_239,1,0
2oor_decoy_406,5,0
5edb_decoy_273,1,0
6pyz_decoy_55,2,0
3bpc_decoy_340,4,0
3zxr_decoy_877,1,0
4y2q_decoy_388,4,0
1px4_decoy_399,3,0
4h81_decoy_505,4,0
4qem_decoy_546,5,0
4u71_decoy_390,5,0
3u92_decoy_307,3,0
5un9_decoy_250,4,0
4l4v_decoy_684,5,0
1hdq_decoy_587,4,0
3t5u_decoy_572,1,0
5llh_decoy_235,5,0
5mnn_decoy_273,2,0
5oq8_decoy_926,5,0
1j36_decoy_197,2,0
5h1u_decoy_741,4,0
5mja_decoy_660,5,0
6cqf_decoy_253,3,0
5mme_decoy_697,4,0
5g2g_decoy_260,2,0
3fl5_decoy_556,2,0
1o3f_decoy_7,5,0
4ual_decoy_192,4,0
1met_decoy_846,4,0
4ze0_decoy_338,2,0
3b24_decoy_32,1,0
2vc9_decoy_184,3,0
3rbu_decoy_702,3,0
3qgw_decoy_276,4,0
1rpj_decoy_260,1,0
3mof_decoy_116,1,0
1zvx_decoy_786,3,0
5km9_decoy_125,5,0
4bf6_decoy_10,3,0
3qwc_decoy_585,5,0
4l77_decoy_366,1,0
3o9i_decoy_282,1,0
1m0q_decoy_263,4,0
3cda_decoy_409,3,0
4u73_decoy_601,3,0
4q7w_decoy_500,1,0
4hu1_decoy_527,3,0
4rus_decoy_165,1,0
4qn7_decoy_620,1,0
5nxo_decoy_822,5,0
4qxo_decoy_765,3,0
5dh5_decoy_180,3,0
4kb9_decoy_104,4,0
3ozs_decoy_355,5,0
5okt_decoy_448,2,0
2xpk_decoy_749,2,0
4x5r_decoy_17,5,0
3oki_decoy_632,3,0
2o1v_decoy_460,4,0
2xht_decoy_838,5,0
5lwd_decoy_831,5,0
3nhi_decoy_679,2,0
1e66_decoy_256,5,0
2nmx_decoy_599,3,0
6gla_decoy_82,5,0
1bzj_decoy_820,5,0
4k7n_decoy_174,5,0
4s1g_decoy_259,1,0
1a4k_decoy_587,1,0
5e28_decoy_681,1,0
1g1d_decoy_804,2,0
1f5k_decoy_205,2,0
2e27_decoy_208,5,0
1xh9_decoy_156,1,0
4e1k_decoy_810,5,0
2brm_decoy_801,3,0
5f62_decoy_93,5,0
4ly9_decoy_842,4,0
1akv_decoy_184,3,0
6fe0_decoy_591,3,0
4lwa_decoy_7,5,0
2vmd_decoy_169,1,0
4b2d_decoy_2,4,0
4g8v_decoy_584,1,0
3i7e_decoy_221,5,0
4i6h_decoy_513,3,0
5ukl_decoy_130,3,0
4omj_decoy_228,3,0
3fl5_decoy_185,5,0
2xk9_decoy_813,5,0
5dux_decoy_394,3,0
2pqz_decoy_246,4,0
5j64_decoy_714,5,0
1yqy_decoy_230,4,0
2xii_decoy_123,5,0
3d78_decoy_50,1,0
187l_decoy_304,2,0
5ehw_decoy_364,3,0
5eh7_decoy_139,4,0
1rp7_decoy_106,5,0
4jsa_decoy_123,4,0
5vd1_decoy_208,2,0
3lzu_decoy_352,5,0
1lgw_decoy_208,2,0
5op4_decoy_191,4,0
2jke_decoy_351,4,0
5f61_decoy_709,5,0
3own_decoy_185,2,0
2fpz_decoy_420,2,0
3ai8_decoy_730,1,0
1bnn_decoy_711,2,0
3n7a_decoy_505,2,0
2gst_decoy_731,2,0
4mss_decoy_333,5,0
5vc3_decoy_395,4,0
2psv_decoy_172,1,0
1dbt_decoy_791,4,0
5nvw_decoy_868,2,0
5qal_decoy_135,3,0
5owl_decoy_805,3,0
5tci_decoy_214,1,0
1qxk_decoy_797,1,0
4ibf_decoy_410,2,0
1aaq_decoy_776,2,0
1nc1_decoy_649,3,0
5fso_decoy_664,1,0
6elp_decoy_272,3,0
4o07_decoy_750,1,0
5g17_decoy_806,3,0
1m0n_decoy_502,1,0
4leq_decoy_336,5,0
1z6e_decoy_525,3,0
4iid_decoy_102,5,0
6fhq_decoy_515,5,0
1nw7_decoy_400,1,0
1ga8_decoy_728,3,0
5n2d_decoy_448,2,0
4r4t_decoy_815,5,0
5yh8_decoy_288,3,0
4qb3_decoy_208,4,0
3hy8_decoy_377,3,0
4bj8_decoy_217,3,0
5z99_decoy_177,4,0
3g35_decoy_271,1,0
4cst_decoy_164,5,0
4ej8_decoy_305,5,0
4e70_decoy_152,1,0
2vo5_decoy_383,3,0
4cfl_decoy_384,5,0
4oks_decoy_188,3,0
5h1u_decoy_434,4,0
4jx9_decoy_435,2,0
6dys_decoy_640,1,0
5aa9_decoy_116,5,0
1x1z_decoy_292,1,0
2aac_decoy_362,3,0
3q71_decoy_414,3,0
4rn4_decoy_341,2,0
3sio_decoy_430,3,0
4x8u_decoy_395,1,0
6fs1_decoy_486,3,0
3eax_decoy_597,2,0
1yc4_decoy_833,1,0
2x4z_decoy_260,5,0
6n0p_decoy_227,1,0
3hu3_decoy_438,1,0
4i72_decoy_752,5,0
1g98_decoy_508,1,0
5oh2_decoy_52,2,0
3jdw_decoy_317,3,0
5nwe_decoy_290,4,0
3nu6_decoy_493,2,0
4aoi_decoy_507,3,0
3bxe_decoy_473,2,0
5orw_decoy_530,2,0
1y0l_decoy_575,5,0
5g4o_decoy_400,2,0
6c0t_decoy_98,4,0
1td7_decoy_465,5,0
2vh0_decoy_788,5,0
3lxk_decoy_569,1,0
2w67_decoy_173,2,0
4y24_decoy_480,1,0
1fki_decoy_666,5,0
6g35_decoy_532,2,0
3nxq_decoy_831,1,0
2wbg_decoy_349,5,0
1vpo_decoy_852,1,0
3c2r_decoy_301,4,0
3pww_decoy_599,3,0
1uad_decoy_125,2,0
4baq_decoy_339,3,0
1afl_decoy_303,1,0
4m8h_decoy_450,4,0
4x5q_decoy_125,1,0
6ayh_decoy_347,3,0
4zgk_decoy_249,4,0
6n3o_decoy_736,3,0
6faf_decoy_549,3,0
5ul5_decoy_196,3,0
3wz7_decoy_58,1,0
1ql7_decoy_69,5,0
4ht0_decoy_632,3,0
3elc_decoy_250,1,0
6eyt_decoy_276,3,0
1djx_decoy_224,1,0
3mhl_decoy_678,3,0
3u5l_decoy_414,4,0
5y3n_decoy_571,4,0
1pfy_decoy_306,2,0
3uxd_decoy_579,1,0
4ly9_decoy_23,1,0
3jvs_decoy_806,3,0
2q8g_decoy_729,1,0
4yml_decoy_222,4,0
4lko_decoy_12,4,0
3czv_decoy_699,3,0
4k6i_decoy_127,2,0
1a69_decoy_187,2,0
4k9y_decoy_276,2,0
4lzs_decoy_213,1,0
2pov_decoy_143,2,0
5a69_decoy_556,1,0
5f08_decoy_921,1,0
4bak_decoy_430,4,0
5j2x_decoy_243,3,0
3mmf_decoy_762,5,0
1gfy_decoy_753,1,0
5fng_decoy_194,1,0
2jf4_decoy_812,2,0
4twp_decoy_453,5,0
4yes_decoy_125,4,0
4tx6_decoy_192,4,0
6gjr_decoy_852,3,0
3q2h_decoy_496,3,0
1qf2_decoy_780,5,0
3ewj_decoy_643,4,0
4zzx_decoy_555,1,0
4o33_decoy_234,2,0
3t0b_decoy_114,2,0
4y8x_decoy_18,5,0
2isj_decoy_613,2,0
4jzr_decoy_919,1,0
3rdq_decoy_501,4,0
4gqq_decoy_394,4,0
1qk3_decoy_456,3,0
4l50_decoy_409,3,0
4zw8_decoy_479,4,0
2nnj_decoy_452,2,0
4zla_decoy_455,2,0
3qxt_decoy_762,4,0
5ime_decoy_167,1,0
6g39_decoy_184,1,0
5hjq_decoy_250,3,0
5kqx_decoy_751,3,0
3nb5_decoy_825,2,0
1li3_decoy_185,2,0
5yas_decoy_264,5,0
6ey9_decoy_612,1,0
1drj_decoy_1,4,0
1a4w_decoy_590,2,0
3u81_decoy_814,1,0
4ban_decoy_11,1,0
1jao_decoy_50,2,0
5l4m_decoy_786,3,0
6fe1_decoy_294,2,0
3fjg_decoy_514,2,0
2pfy_decoy_99,5,0
2e22_decoy_285,1,0
4z1e_decoy_294,5,0
3k37_decoy_410,3,0
1pfy_decoy_554,2,0
4lko_decoy_950,5,0
3iph_decoy_266,4,0
1e6s_decoy_530,3,0
3wtl_decoy_725,1,0
1ciz_decoy_185,2,0
4o33_decoy_54,5,0
5kax_decoy_278,5,0
1l8g_decoy_646,2,0
5u12_decoy_584,3,0
1pxp_decoy_229,1,0
1sdv_decoy_518,5,0
3s6t_decoy_534,5,0
3pn1_decoy_779,5,0
1afk_decoy_142,4,0
3t1a_decoy_368,2,0
5tbe_decoy_110,4,0
2tpl_decoy_285,5,0
4c1y_decoy_592,1,0
5duf_decoy_249,3,0
5tuo_decoy_282,1,0
4i7j_decoy_70,3,0
2gz2_decoy_94,4,0
5amg_decoy_673,5,0
1zdp_decoy_916,4,0
6e7j_decoy_293,1,0
3a1d_decoy_132,3,0
4dcs_decoy_689,5,0
1w3j_decoy_418,4,0
4x6o_decoy_210,3,0
5cso_decoy_555,5,0
1fkw_decoy_133,2,0
5f63_decoy_386,1,0
5hi7_decoy_242,3,0
5jq5_decoy_215,2,0
2b1g_decoy_114,3,0
3s0e_decoy_585,1,0
4r73_decoy_71,1,0
3ljg_decoy_776,5,0
4k7n_decoy_343,1,0
1lbk_decoy_721,3,0
4b3d_decoy_41,3,0
4nj9_decoy_3_deep,2,0
3oim_decoy_69,1,0
2wvz_decoy_556,5,0
3i60_decoy_28,5,0
5kma_decoy_286,1,0
3uxk_decoy_349,1,0
2hzq_decoy_425,3,0
1c84_decoy_440,3,0
6b7b_decoy_59,3,0
5vcv_decoy_435,5,0
5os5_decoy_397,1,0
4cst_decoy_469,2,0
1z9y_decoy_836,2,0
5d3x_decoy_21,2,0
2gss_decoy_82,1,0
6ezq_decoy_214,1,0
2p3i_decoy_417,5,0
5vl2_decoy_562,1,0
2d1o_decoy_119,5,0
4i71_decoy_362,4,0
4au8_decoy_311,4,0
5jg1_decoy_100,1,0
4xu3_decoy_423,1,0
3b7j_decoy_615,1,0
3uug_decoy_370,5,0
4hva_decoy_65,3,0
3bgs_decoy_29,3,0
5alb_decoy_648,3,0
1djx_decoy_110,1,0
3n2p_decoy_337,3,0
1syh_decoy_814,1,0
4gbd_decoy_89,5,0
4z93_decoy_57,1,0
6ej2_decoy_214,4,0
1tlc_decoy_608,4,0
4v24_decoy_898,2,0
2clk_decoy_87,1,0
3u6i_decoy_467,3,0
3oy8_decoy_154,2,0
4cwr_decoy_796,3,0
1k1o_decoy_188,5,0
1chm_decoy_449,2,0
4mc1_decoy_514,2,0
6exi_decoy_175,5,0
4ipi_decoy_137,3,0
5aol_decoy_53,2,0
3tfp_decoy_478,1,0
1gi1_decoy_538,3,0
2ve3_decoy_319,2,0
1hbv_decoy_446,2,0
4gzt_decoy_141,3,0
3zy6_decoy_60,4,0
3r17_decoy_896,5,0
1lbk_decoy_312,3,0
3ng4_decoy_27,1,0
5cj6_decoy_782,3,0
1o5r_decoy_181,5,0
5l9l_decoy_648,1,0
5uxf_decoy_7_deep,1,0
1b8o_decoy_434,3,0
2b07_decoy_611,5,0
1no6_decoy_789,4,0
3egt_decoy_130,3,0
4bqs_decoy_498,2,0
5std_decoy_152,3,0
2itm_decoy_127,4,0
3aid_decoy_810,3,0
1y6q_decoy_573,3,0
4ua8_decoy_845,1,0
4b32_decoy_240,1,0
4lxz_decoy_390,3,0
2buc_decoy_855,4,0
3ehx_decoy_822,1,0
1bcu_decoy_172,4,0
2wed_decoy_529,5,0
3p3t_decoy_444,5,0
2sim_decoy_16,1,0
1xug_decoy_151,3,0
3kdb_decoy_702,4,0
6dys_decoy_368,5,0
1xhy_decoy_304,1,0
5een_decoy_712,3,0
1jcx_decoy_352,2,0
1x8r_decoy_528,5,0
4j21_decoy_372,4,0
2x7u_decoy_196,5,0
1yp9_decoy_163,2,0
6qxg_decoy_18,4,0
6m88_decoy_22,2,0
4km0_decoy_607,5,0
3i9g_decoy_321,1,0
4o07_decoy_581,3,0
4g0z_decoy_784,4,0
4ibb_decoy_811,4,0
1cnx_decoy_732,3,0
3gc4_decoy_11,5,0
5irr_decoy_487,1,0
4und_decoy_380,2,0
4lcn_decoy_352,2,0
3igp_decoy_247,4,0
4n6g_decoy_308,2,0
2v54_decoy_420,4,0
4fev_decoy_683,5,0
5vsf_decoy_263,5,0
1njj_decoy_874,2,0
4e9u_decoy_493,1,0
1bnt_decoy_253,4,0
4q1x_decoy_523,4,0
1k1j_decoy_697,1,0
2bfr_decoy_394,1,0
6mxc_decoy_638,3,0
4ahs_decoy_170,4,0
3mfw_decoy_593,4,0
1k4g_decoy_456,5,0
4l4z_decoy_337,2,0
4ibi_decoy_58,5,0
1n2v_decoy_546,2,0
3djf_decoy_776,3,0
6n3k_decoy_196,5,0
1h2k_decoy_329,2,0
1nm5_decoy_461,1,0
6eis_decoy_400,4,0
5l4j_decoy_474,1,0
6gon_decoy_4_deep,2,0
5kcb_decoy_695,1,0
1sbg_decoy_715,1,0
6fnf_decoy_353,2,0
2jkp_decoy_592,2,0
4tte_decoy_849,1,0
2yfa_decoy_321,1,0
5x8i_decoy_145,5,0
4j51_decoy_851,2,0
3l59_decoy_184,2,0
4crl_decoy_70,4,0
4jmo_decoy_798,4,0
4oma_decoy_211,1,0
5nau_decoy_159,4,0
3czv_decoy_296,4,0
4g5f_decoy_138,4,0
4rql_decoy_28,4,0
3vvy_decoy_642,1,0
5kad_decoy_756,3,0
5nk3_decoy_338,1,0
3n2u_decoy_82,3,0
3g9e_decoy_563,3,0
6dh6_decoy_561,2,0
1egh_decoy_711,3,0
1tjp_decoy_274,2,0
2fx6_decoy_209,3,0
6qxd_decoy_473,1,0
3mdz_decoy_828,2,0
2qhy_decoy_446,4,0
2x00_decoy_569,3,0
2q89_decoy_669,1,0
5i3a_decoy_140,5,0
2gvv_decoy_593,1,0
6h5x_decoy_263,2,0
3nu5_decoy_308,5,0
2f35_decoy_9,3,0
4knm_decoy_181,2,0
1kc7_decoy_228,5,0
2v2q_decoy_710,1,0
1bn4_decoy_764,2,0
2kce_decoy_769,1,0
2q8z_decoy_129,3,0
5oh2_decoy_108,1,0
2wlz_decoy_11,3,0
4qpd_decoy_524,5,0
2nsl_decoy_626,5,0
5d2r_decoy_12,5,0
2fdp_decoy_865,3,0
3pe1_decoy_234,5,0
1bnn_decoy_584,2,0
1ec9_decoy_201,1,0
4gg7_decoy_641,4,0
1j16_decoy_377,3,0
5tpx_decoy_751,4,0
3udh_decoy_538,1,0
4lm1_decoy_636,4,0
3d7z_decoy_218,5,0
4gii_decoy_199,3,0
2e7f_decoy_216,3,0
5d3n_decoy_677,2,0
5d3l_decoy_97,1,0
5ev8_decoy_729,4,0
5xij_decoy_397,4,0
5ia4_decoy_305,2,0
5cdh_decoy_163,4,0
4gzt_decoy_695,4,0
2xc0_decoy_670,4,0
2xj7_decoy_225,3,0
2xg9_decoy_703,3,0
3mam_decoy_382,2,0
4hwo_decoy_655,2,0
1e2l_decoy_673,1,0
2b3b_decoy_226,3,0
5i1q_decoy_795,3,0
4dcs_decoy_486,1,0
1jys_decoy_467,5,0
1hdr_decoy_541,4,0
5aan_decoy_866,2,0
4qmn_decoy_222,4,0
5fs5_decoy_665,5,0
4fua_decoy_230,3,0
5i7a_decoy_607,3,0
4f9y_decoy_185,2,0
3lzs_decoy_299,2,0
4kp5_decoy_551,1,0
3qin_decoy_354,3,0
4xmb_decoy_815,1,0
1ml1_decoy_597,4,0
1kpm_decoy_668,1,0
5exn_decoy_573,1,0
5f08_decoy_448,2,0
2yge_decoy_338,4,0
2qm9_decoy_611,2,0
6bjo_decoy_220,5,0
4qgi_decoy_91,4,0
4j93_decoy_276,4,0
2q8g_decoy_259,3,0
5mrm_decoy_740,3,0
4cr9_decoy_555,2,0
5lvr_decoy_794,4,0
1pr5_decoy_235,3,0
6guc_decoy_560,4,0
5dy5_decoy_458,3,0
2w8w_decoy_404,3,0
3s5y_decoy_693,4,0
4je7_decoy_847,5,0
3eko_decoy_451,5,0
1s19_decoy_316,3,0
5ewa_decoy_249,5,0
1b8y_decoy_31,2,0
4hy1_decoy_661,2,0
1i9p_decoy_304,2,0
2oym_decoy_103,2,0
1mfd_decoy_112,4,0
5otz_decoy_409,2,0
3r7o_decoy_416,3,0
2fu8_decoy_262,5,0
2p3i_decoy_189,2,0
4xub_decoy_77,2,0
3g9e_decoy_460,1,0
3v51_decoy_514,4,0
2cc6_decoy_842,5,0
1ydb_decoy_496,4,0
5d3x_decoy_62,5,0
5nkg_decoy_277,1,0
1owb_decoy_389,5,0
1v2w_decoy_366,2,0
5g3u_decoy_513,5,0
4twp_decoy_859,4,0
5eqe_decoy_76,4,0
5jt9_decoy_325,5,0
4np3_decoy_47,1,0
2gvj_decoy_680,3,0
4ixh_decoy_99,5,0
5l9o_decoy_149,2,0
1cx9_decoy_103,2,0
5nxw_decoy_747,4,0
1uw6_decoy_167,1,0
1dzk_decoy_478,1,0
6df7_decoy_597,1,0
4zla_decoy_68,4,0
3bxg_decoy_1,4,0
5ee7_decoy_898,1,0
3u8k_decoy_734,1,0
4cwt_decoy_209,4,0
3gi5_decoy_858,5,0
3f8c_decoy_476,1,0
2wvt_decoy_673,3,0
5wcm_decoy_461,4,0
1ui0_decoy_232,4,0
5mu6_decoy_362,1,0
6eq8_decoy_685,1,0
2bt9_decoy_76,4,0
2qtn_decoy_752,4,0
6guc_decoy_357,1,0
5h1u_decoy_187,3,0
4u6w_decoy_497,5,0
4axd_decoy_449,3,0
5dhu_decoy_466,2,0
6fnr_decoy_9,2,0
3kv2_decoy_96,4,0
5ufs_decoy_644,2,0
5fnc_decoy_410,3,0
4onc_decoy_53,1,0
4uyg_decoy_122,4,0
3ehx_decoy_954,1,0
3vdb_decoy_382,4,0
5lwd_decoy_314,5,0
6f05_decoy_256,3,0
4x24_decoy_646,1,0
1a4r_decoy_412,2,0
5h9p_decoy_293,5,0
1bn3_decoy_747,5,0
4rlu_decoy_550,1,0
5g1n_decoy_404,5,0
2xb7_decoy_264,1,0
4jia_decoy_847,4,0
1y52_decoy_677,1,0
3ozj_decoy_582,2,0
1qb6_decoy_30,1,0
5yfs_decoy_63,5,0
4kz6_decoy_869,3,0
4fs4_decoy_259,4,0
5a69_decoy_780,4,0
5a7b_decoy_348,3,0
1odi_decoy_122,4,0
1grp_decoy_346,1,0
3rlp_decoy_205,5,0
4c9x_decoy_398,1,0
5lli_decoy_165,5,0
3bgz_decoy_528,3,0
4mo4_decoy_499,3,0
3jy0_decoy_389,4,0
3l3n_decoy_548,1,0
1sqa_decoy_226,4,0
1lbf_decoy_414,3,0
5m7p_decoy_5,4,0
5cp9_decoy_209,5,0
5fol_decoy_633,3,0
1wvj_decoy_72,1,0
5cuq_decoy_22,3,0
43ca_decoy_560,1,0
6ge7_decoy_8_deep,1,0
6hqy_decoy_748,3,0
4lk7_decoy_144,3,0
6ex1_decoy_20,1,0
6nwc_decoy_355,3,0
1bm7_decoy_143,3,0
1ppl_decoy_734,3,0
4hdb_decoy_341,4,0
5cep_decoy_245,2,0
6gfz_decoy_229,5,0
5dgu_decoy_452,1,0
3cql_decoy_19,5,0
4yml_decoy_595,3,0
1yvm_decoy_697,5,0
4x8u_decoy_210,1,0
4g8v_decoy_716,3,0
5kqy_decoy_871,2,0
5vc4_decoy_199,4,0
1oar_decoy_502,4,0
2qhz_decoy_690,1,0
5ngz_decoy_512,1,0
1lf2_decoy_775,3,0
2zda_decoy_238,5,0
5fnu_decoy_100,1,0
1x38_decoy_401,2,0
3d6o_decoy_651,3,0
4qag_decoy_313,1,0
2epn_decoy_728,3,0
1o0n_decoy_799,1,0
6a1g_decoy_767,2,0
2isj_decoy_690,4,0
1kr3_decoy_698,5,0
4yrd_decoy_404,5,0
2bfr_decoy_258,4,0
4lk7_decoy_106,5,0
1moq_decoy_807,4,0
4hdf_decoy_288,3,0
6ftp_decoy_237,1,0
4whs_decoy_98,1,0
5u0f_decoy_647,5,0
3f18_decoy_317,1,0
4x5y_decoy_459,2,0
1h1h_decoy_699,4,0
4flp_decoy_721,3,0
3mxd_decoy_204,4,0
3dlg_decoy_208,5,0
6csr_decoy_533,2,0
5u4b_decoy_408,3,0
4g8v_decoy_643,1,0
6j72_decoy_19,1,0
2fqx_decoy_484,5,0
1pbq_decoy_80,1,0
3i5z_decoy_780,1,0
1gfy_decoy_675,3,0
4nbl_decoy_723,5,0
1g54_decoy_689,5,0
5i9x_decoy_196,1,0
1ajp_decoy_427,3,0
1o5a_decoy_61,4,0
3nw3_decoy_706,5,0
4lch_decoy_263,4,0
5t9w_decoy_284,1,0
3l3m_decoy_118,2,0
3re4_decoy_695,5,0
6fv4_decoy_641,3,0
4luz_decoy_833,4,0
5cqt_decoy_516,1,0
6f9u_decoy_81,1,0
1wht_decoy_327,5,0
4rse_decoy_6_deep,1,0
5d45_decoy_48,1,0
6d5e_decoy_10,5,0
1odi_decoy_484,4,0
3gy4_decoy_548,1,0
1jys_decoy_93,2,0
5j6a_decoy_298,5,0
4kcx_decoy_479,2,0
1enu_decoy_271,5,0
5fnt_decoy_27,3,0
5l4m_decoy_704,4,0
3gvb_decoy_849,1,0
2r3w_decoy_12,1,0
3ovn_decoy_104,1,0
5cep_decoy_775,1,0
4u1b_decoy_588,3,0
1s39_decoy_167,4,0
4uoh_decoy_400,1,0
1yid_decoy_390,4,0
