Pose_name,PDBCode,Ligand no.,Pose_no,rmsd,label_models_58,Use_in_models_58,number
3zxr_rdkit_ligand_03,PDB_3zxr,2686,3,5.552217993,0,1,13357
3zxr_rdkit_ligand_16,PDB_3zxr,2686,16,0.329598786,1,1,13358
3zxr_rdkit_ligand_17,PDB_3zxr,2686,17,1.767302464,1,1,13359
3zxr_rdkit_ligand_18,PDB_3zxr,2686,18,1.920831622,1,1,13360
3zxz_rdkit_ligand_01,PDB_3zxz,2687,1,0.757592074,1,1,13361
3zxz_rdkit_ligand_02,PDB_3zxz,2687,2,1.512192838,1,1,13362
3zxz_rdkit_ligand_04,PDB_3zxz,2687,4,1.527748857,1,1,13363
3zxz_rdkit_ligand_05,PDB_3zxz,2687,5,1.821281986,1,1,13364
3zxz_rdkit_ligand_06,PDB_3zxz,2687,6,6.760678247,0,1,13365
3zxz_rdkit_ligand_07,PDB_3zxz,2687,7,7.104616844,0,1,13366
3zxz_rdkit_ligand_08,PDB_3zxz,2687,8,7.488427891,0,1,13367
3zy6_rdkit_ligand_02,PDB_3zy6,2688,2,1.871521482,1,1,13368
3zy6_rdkit_ligand_03,PDB_3zy6,2688,3,1.207570996,1,1,13369
3zy6_rdkit_ligand_18,PDB_3zy6,2688,18,5.148437142,0,1,13370
3zy6_rdkit_ligand_20,PDB_3zy6,2688,20,4.907724189,0,1,13371
3zyf_rdkit_ligand_01,PDB_3zyf,2689,1,1.756206152,1,1,13372
3zyf_rdkit_ligand_02,PDB_3zyf,2689,2,1.756779968,1,1,13373
3zyf_rdkit_ligand_04,PDB_3zyf,2689,4,7.285670489,0,1,13374
3zyf_rdkit_ligand_05,PDB_3zyf,2689,5,0.714710431,1,1,13375
3zyf_rdkit_ligand_06,PDB_3zyf,2689,6,0.826949961,1,1,13376
3zyf_rdkit_ligand_07,PDB_3zyf,2689,7,1.608361766,1,1,13377
3zyf_rdkit_ligand_08,PDB_3zyf,2689,8,6.066605982,0,1,13378
3zyf_rdkit_ligand_10,PDB_3zyf,2689,10,7.766822719,0,1,13379
3zyu_rdkit_ligand_02,PDB_3zyu,2690,2,0.699380901,1,1,13380
3zyu_rdkit_ligand_04,PDB_3zyu,2690,4,4.814239641,0,1,13381
3zyu_rdkit_ligand_05,PDB_3zyu,2690,5,7.557416795,0,1,13382
3zyu_rdkit_ligand_06,PDB_3zyu,2690,6,7.424896878,0,1,13383
3zze_rdkit_ligand_01,PDB_3zze,2691,1,1.203753646,1,1,13384
3zze_rdkit_ligand_02,PDB_3zze,2691,2,7.530530428,0,1,13385
3zze_rdkit_ligand_03,PDB_3zze,2691,3,1.78737009,1,1,13386
3zze_rdkit_ligand_04,PDB_3zze,2691,4,7.249297348,0,1,13387
3zze_rdkit_ligand_05,PDB_3zze,2691,5,7.226893911,0,1,13388
43ca_rdkit_ligand_05,PDB_43ca,2692,5,0.252748294,1,1,13389
43ca_rdkit_ligand_06,PDB_43ca,2692,6,0.238570744,1,1,13390
43ca_rdkit_ligand_11,PDB_43ca,2692,11,1.589735859,1,1,13391
43ca_rdkit_ligand_12,PDB_43ca,2692,12,1.598830197,1,1,13392
43ca_rdkit_ligand_13,PDB_43ca,2692,13,4.604409734,0,1,13393
43ca_rdkit_ligand_14,PDB_43ca,2692,14,4.616137032,0,1,13394
43ca_rdkit_ligand_15,PDB_43ca,2692,15,4.612763152,0,1,13395
43ca_rdkit_ligand_16,PDB_43ca,2692,16,1.519837656,1,1,13396
456c_rdkit_ligand_01,PDB_456c,2693,1,1.12298316,1,1,13397
456c_rdkit_ligand_03,PDB_456c,2693,3,0.939445828,1,1,13398
456c_rdkit_ligand_08,PDB_456c,2693,8,5.196617791,0,1,13399
456c_rdkit_ligand_10,PDB_456c,2693,10,6.898213294,0,1,13400
456c_rdkit_ligand_12,PDB_456c,2693,12,5.122545768,0,1,13401
4a22_rdkit_ligand_01,PDB_4a22,2694,1,1.641538672,1,1,13402
4a22_rdkit_ligand_02,PDB_4a22,2694,2,1.981839071,1,1,13403
4a22_rdkit_ligand_04,PDB_4a22,2694,4,1.639473664,1,1,13404
4a22_rdkit_ligand_05,PDB_4a22,2694,5,7.534255298,0,1,13405
4a22_rdkit_ligand_07,PDB_4a22,2694,7,1.676279009,1,1,13406
4a22_rdkit_ligand_10,PDB_4a22,2694,10,8.059848118,0,1,13407
4a22_rdkit_ligand_11,PDB_4a22,2694,11,7.398284218,0,1,13408
4a22_rdkit_ligand_12,PDB_4a22,2694,12,1.664708636,1,1,13409
4a3r_rdkit_ligand_18,PDB_4a3r,2695,18,0.605957538,0,1,13410
4a4v_rdkit_ligand_01,PDB_4a4v,2696,1,8.54207565,0,1,13411
4a4v_rdkit_ligand_02,PDB_4a4v,2696,2,8.442317129,0,1,13412
4a4v_rdkit_ligand_03,PDB_4a4v,2696,3,1.074005883,1,1,13413
4a4v_rdkit_ligand_04,PDB_4a4v,2696,4,7.560457364,0,1,13414
4a4v_rdkit_ligand_06,PDB_4a4v,2696,6,0.9245361,1,1,13415
4a4v_rdkit_ligand_09,PDB_4a4v,2696,9,1.55968572,1,1,13416
4a4w_rdkit_ligand_01,PDB_4a4w,2697,1,10.10646542,0,1,13417
4a4w_rdkit_ligand_02,PDB_4a4w,2697,2,10.46138692,0,1,13418
4a4w_rdkit_ligand_03,PDB_4a4w,2697,3,10.24615592,0,1,13419
4a4w_rdkit_ligand_04,PDB_4a4w,2697,4,0.738440903,1,1,13420
4a4x_rdkit_ligand_01,PDB_4a4x,2698,1,0.835319022,1,1,13421
4a4x_rdkit_ligand_03,PDB_4a4x,2698,3,1.750538789,1,1,13422
4a4x_rdkit_ligand_04,PDB_4a4x,2698,4,1.605679533,1,1,13423
4a4x_rdkit_ligand_05,PDB_4a4x,2698,5,1.199123638,1,1,13424
4a4x_rdkit_ligand_07,PDB_4a4x,2698,7,1.067573971,1,1,13425
4a4x_rdkit_ligand_10,PDB_4a4x,2698,10,8.992770779,0,1,13426
4a4x_rdkit_ligand_11,PDB_4a4x,2698,11,9.818837604,0,1,13427
4a4x_rdkit_ligand_12,PDB_4a4x,2698,12,7.760160816,0,1,13428
4a6l_rdkit_ligand_01,PDB_4a6l,2699,1,9.844993254,0,1,13429
4a6l_rdkit_ligand_02,PDB_4a6l,2699,2,9.845128132,0,1,13430
4a6l_rdkit_ligand_03,PDB_4a6l,2699,3,1.85214302,1,1,13431
4a6l_rdkit_ligand_10,PDB_4a6l,2699,10,10.04508929,0,1,13432
4a6s_rdkit_ligand_01,PDB_4a6s,2700,1,5.97622261,0,1,13433
4a6s_rdkit_ligand_03,PDB_4a6s,2700,3,6.99704967,0,1,13434
4a6s_rdkit_ligand_04,PDB_4a6s,2700,4,6.199305254,0,1,13435
4a7i_rdkit_ligand_01,PDB_4a7i,2701,1,0.801213845,1,1,13436
4a7i_rdkit_ligand_02,PDB_4a7i,2701,2,1.211193747,1,1,13437
4a7i_rdkit_ligand_03,PDB_4a7i,2701,3,1.349085107,1,1,13438
4a7i_rdkit_ligand_04,PDB_4a7i,2701,4,0.869877889,1,1,13439
4a7i_rdkit_ligand_05,PDB_4a7i,2701,5,1.609681814,1,1,13440
4a7i_rdkit_ligand_12,PDB_4a7i,2701,12,8.186237043,0,1,13441
4a7i_rdkit_ligand_13,PDB_4a7i,2701,13,8.220505621,0,1,13442
4a7i_rdkit_ligand_17,PDB_4a7i,2701,17,4.867831349,0,1,13443
4a95_rdkit_ligand_02,PDB_4a95,2702,2,5.997998492,0,1,13444
4a95_rdkit_ligand_03,PDB_4a95,2702,3,6.057618198,0,1,13445
4a95_rdkit_ligand_05,PDB_4a95,2702,5,0.799098697,1,1,13446
4a95_rdkit_ligand_06,PDB_4a95,2702,6,5.598917525,0,1,13447
4a9c_rdkit_ligand_01,PDB_4a9c,2703,1,7.784343827,0,1,13448
4a9c_rdkit_ligand_02,PDB_4a9c,2703,2,7.837341436,0,1,13449
4a9c_rdkit_ligand_03,PDB_4a9c,2703,3,8.048480411,0,1,13450
4aaw_rdkit_ligand_01,PDB_4aaw,2704,1,7.40931569,0,1,13451
4aaw_rdkit_ligand_02,PDB_4aaw,2704,2,13.09511404,0,1,13452
4aaw_rdkit_ligand_03,PDB_4aaw,2704,3,13.23093357,0,1,13453
4aax_rdkit_ligand_01,PDB_4aax,2705,1,5.155634807,0,1,13454
4aax_rdkit_ligand_02,PDB_4aax,2705,2,8.990282369,0,1,13455
4aax_rdkit_ligand_03,PDB_4aax,2705,3,5.013951675,0,1,13456
4ab9_rdkit_ligand_02,PDB_4ab9,2706,2,4.590674332,0,1,13457
4ab9_rdkit_ligand_03,PDB_4ab9,2706,3,0.826165898,0,1,13458
4ab9_rdkit_ligand_18,PDB_4ab9,2706,18,4.584523263,0,1,13459
4ab9_rdkit_ligand_20,PDB_4ab9,2706,20,4.905523501,0,1,13460
4aba_rdkit_ligand_01,PDB_4aba,2707,1,1.181898508,0,1,13461
4aba_rdkit_ligand_02,PDB_4aba,2707,2,0.918290985,0,1,13462
4aba_rdkit_ligand_03,PDB_4aba,2707,3,1.34005855,0,1,13463
4aba_rdkit_ligand_04,PDB_4aba,2707,4,5.583140089,0,1,13464
4aba_rdkit_ligand_05,PDB_4aba,2707,5,5.513734707,0,1,13465
4aba_rdkit_ligand_07,PDB_4aba,2707,7,5.558256426,0,1,13466
4aba_rdkit_ligand_11,PDB_4aba,2707,11,1.796976048,0,1,13467
4abb_rdkit_ligand_01,PDB_4abb,2708,1,0.431422067,0,1,13468
4abb_rdkit_ligand_02,PDB_4abb,2708,2,4.500304939,0,1,13469
4abb_rdkit_ligand_04,PDB_4abb,2708,4,4.554844504,0,1,13470
4abb_rdkit_ligand_05,PDB_4abb,2708,5,1.49945766,0,1,13471
4abb_rdkit_ligand_10,PDB_4abb,2708,10,1.722259958,0,1,13472
4abb_rdkit_ligand_14,PDB_4abb,2708,14,4.843827337,0,1,13473
4abd_rdkit_ligand_01,PDB_4abd,2709,1,0.371781677,0,1,13474
4abd_rdkit_ligand_02,PDB_4abd,2709,2,0.372180167,0,1,13475
4abd_rdkit_ligand_03,PDB_4abd,2709,3,1.44784774,0,1,13476
4abd_rdkit_ligand_04,PDB_4abd,2709,4,0.988432325,0,1,13477
4abd_rdkit_ligand_06,PDB_4abd,2709,6,5.453737554,0,1,13478
4abd_rdkit_ligand_07,PDB_4abd,2709,7,1.940059377,0,1,13479
4abd_rdkit_ligand_09,PDB_4abd,2709,9,5.34453339,0,1,13480
4abd_rdkit_ligand_11,PDB_4abd,2709,11,5.330254569,0,1,13481
4abe_rdkit_ligand_01,PDB_4abe,2710,1,1.109457317,0,1,13482
4abe_rdkit_ligand_02,PDB_4abe,2710,2,0.390535924,0,1,13483
4abe_rdkit_ligand_03,PDB_4abe,2710,3,1.0877022,0,1,13484
4abe_rdkit_ligand_05,PDB_4abe,2710,5,1.125707777,0,1,13485
4abe_rdkit_ligand_06,PDB_4abe,2710,6,1.998496454,0,1,13486
4abe_rdkit_ligand_07,PDB_4abe,2710,7,5.057877671,0,1,13487
4abe_rdkit_ligand_10,PDB_4abe,2710,10,5.221171052,0,1,13488
4abe_rdkit_ligand_11,PDB_4abe,2710,11,5.44475726,0,1,13489
4abf_rdkit_ligand_01,PDB_4abf,2711,1,0.239880005,1,1,13490
4abf_rdkit_ligand_06,PDB_4abf,2711,6,1.953380574,1,1,13491
4abf_rdkit_ligand_10,PDB_4abf,2711,10,5.083203854,0,1,13492
4abf_rdkit_ligand_11,PDB_4abf,2711,11,5.177396458,0,1,13493
4abf_rdkit_ligand_12,PDB_4abf,2711,12,4.583655492,0,1,13494
4abg_rdkit_ligand_01,PDB_4abg,2712,1,0.630875582,0,1,13495
4abg_rdkit_ligand_02,PDB_4abg,2712,2,1.026395018,0,1,13496
4abg_rdkit_ligand_03,PDB_4abg,2712,3,0.864063616,0,1,13497
4abg_rdkit_ligand_04,PDB_4abg,2712,4,1.419745987,0,1,13498
4abg_rdkit_ligand_05,PDB_4abg,2712,5,5.79745255,0,1,13499
4abg_rdkit_ligand_06,PDB_4abg,2712,6,5.708471734,0,1,13500
4abg_rdkit_ligand_08,PDB_4abg,2712,8,5.397657029,0,1,13501
4abg_rdkit_ligand_10,PDB_4abg,2712,10,1.244651678,0,1,13502
4abh_rdkit_ligand_01,PDB_4abh,2713,1,0.778120665,0,1,13503
4abh_rdkit_ligand_02,PDB_4abh,2713,2,0.411628193,0,1,13504
4abh_rdkit_ligand_03,PDB_4abh,2713,3,1.417450528,0,1,13505
4abh_rdkit_ligand_06,PDB_4abh,2713,6,5.448058066,0,1,13506
4abh_rdkit_ligand_07,PDB_4abh,2713,7,5.336158745,0,1,13507
4abh_rdkit_ligand_09,PDB_4abh,2713,9,5.401394677,0,1,13508
4acc_rdkit_ligand_01,PDB_4acc,2714,1,10.27643613,0,1,13509
4acc_rdkit_ligand_02,PDB_4acc,2714,2,9.100262545,0,1,13510
4acc_rdkit_ligand_03,PDB_4acc,2714,3,9.860779792,0,1,13511
4aci_rdkit_ligand_01,PDB_4aci,2715,1,0.755988909,0,1,13512
4aci_rdkit_ligand_02,PDB_4aci,2715,2,1.298429436,0,1,13513
4aci_rdkit_ligand_03,PDB_4aci,2715,3,1.309791645,0,1,13514
4aci_rdkit_ligand_04,PDB_4aci,2715,4,1.938674428,0,1,13515
4aci_rdkit_ligand_05,PDB_4aci,2715,5,1.309941572,0,1,13516
4ad2_rdkit_ligand_02,PDB_4ad2,2716,2,5.898750102,0,1,13517
4ad2_rdkit_ligand_04,PDB_4ad2,2716,4,5.683370785,0,1,13518
4ad2_rdkit_ligand_05,PDB_4ad2,2716,5,5.854950384,0,1,13519
4ad3_rdkit_ligand_01,PDB_4ad3,2717,1,6.463344758,0,1,13520
4ad3_rdkit_ligand_02,PDB_4ad3,2717,2,5.775054608,0,1,13521
4ad3_rdkit_ligand_04,PDB_4ad3,2717,4,6.482242173,0,1,13522
4ad3_rdkit_ligand_07,PDB_4ad3,2717,7,1.570355547,1,1,13523
4ad6_rdkit_ligand_01,PDB_4ad6,2718,1,0.835844403,1,1,13524
4ad6_rdkit_ligand_02,PDB_4ad6,2718,2,4.513496671,0,1,13525
4ad6_rdkit_ligand_05,PDB_4ad6,2718,5,5.672795213,0,1,13526
4ad6_rdkit_ligand_08,PDB_4ad6,2718,8,5.59831037,0,1,13527
4af0_rdkit_ligand_08,PDB_4af0,2719,8,1.256011371,1,1,13528
4af0_rdkit_ligand_17,PDB_4af0,2719,17,4.991784385,0,1,13529
4af0_rdkit_ligand_19,PDB_4af0,2719,19,6.78755441,0,1,13530
4afg_rdkit_ligand_01,PDB_4afg,2720,1,0.303153942,1,1,13531
4afg_rdkit_ligand_02,PDB_4afg,2720,2,5.45639832,0,1,13532
4afg_rdkit_ligand_03,PDB_4afg,2720,3,5.015768915,0,1,13533
4afg_rdkit_ligand_04,PDB_4afg,2720,4,1.376912624,1,1,13534
4afg_rdkit_ligand_05,PDB_4afg,2720,5,6.148366384,0,1,13535
4ag8_rdkit_ligand_01,PDB_4ag8,2721,1,0.594508771,1,1,13536
4ag8_rdkit_ligand_02,PDB_4ag8,2721,2,10.83936721,0,1,13537
4ag8_rdkit_ligand_03,PDB_4ag8,2721,3,10.77339432,0,1,13538
4ag8_rdkit_ligand_04,PDB_4ag8,2721,4,10.7124277,0,1,13539
4agc_rdkit_ligand_01,PDB_4agc,2722,1,0.78366415,1,1,13540
4agc_rdkit_ligand_02,PDB_4agc,2722,2,11.00183142,0,1,13541
4agc_rdkit_ligand_03,PDB_4agc,2722,3,10.76202871,0,1,13542
4agc_rdkit_ligand_04,PDB_4agc,2722,4,10.68524351,0,1,13543
4agl_rdkit_ligand_01,PDB_4agl,2723,1,0.711221268,0,1,13544
4agl_rdkit_ligand_02,PDB_4agl,2723,2,1.629383319,0,1,13545
4agl_rdkit_ligand_04,PDB_4agl,2723,4,5.410404407,0,1,13546
4agl_rdkit_ligand_05,PDB_4agl,2723,5,4.543014342,0,1,13547
4agl_rdkit_ligand_06,PDB_4agl,2723,6,5.413431174,0,1,13548
4agm_rdkit_ligand_01,PDB_4agm,2724,1,5.484413612,0,1,13549
4agm_rdkit_ligand_03,PDB_4agm,2724,3,1.481562447,0,1,13550
4agm_rdkit_ligand_04,PDB_4agm,2724,4,7.121083027,0,1,13551
4agm_rdkit_ligand_05,PDB_4agm,2724,5,5.890182748,0,1,13552
4agn_rdkit_ligand_03,PDB_4agn,2725,3,1.20842087,0,1,13553
4agn_rdkit_ligand_05,PDB_4agn,2725,5,1.897245712,0,1,13554
4agn_rdkit_ligand_07,PDB_4agn,2725,7,4.765977147,0,1,13555
4agn_rdkit_ligand_08,PDB_4agn,2725,8,1.517422705,0,1,13556
4agn_rdkit_ligand_09,PDB_4agn,2725,9,4.511577196,0,1,13557
4agn_rdkit_ligand_14,PDB_4agn,2725,14,1.733932741,0,1,13558
4agn_rdkit_ligand_16,PDB_4agn,2725,16,5.865923162,0,1,13559
4ago_rdkit_ligand_04,PDB_4ago,2726,4,1.938934102,1,1,13560
4ago_rdkit_ligand_07,PDB_4ago,2726,7,4.926282656,0,1,13561
4ago_rdkit_ligand_08,PDB_4ago,2726,8,4.831681872,0,1,13562
4ago_rdkit_ligand_11,PDB_4ago,2726,11,1.326656518,1,1,13563
4ago_rdkit_ligand_12,PDB_4ago,2726,12,4.808707629,0,1,13564
4ago_rdkit_ligand_14,PDB_4ago,2726,14,1.888483109,1,1,13565
4ago_rdkit_ligand_19,PDB_4ago,2726,19,1.790778764,1,1,13566
4agp_rdkit_ligand_01,PDB_4agp,2727,1,4.520835657,0,1,13567
4agp_rdkit_ligand_02,PDB_4agp,2727,2,5.009785548,0,1,13568
4agp_rdkit_ligand_06,PDB_4agp,2727,6,4.979777957,0,1,13569
4agp_rdkit_ligand_08,PDB_4agp,2727,8,1.434480324,1,1,13570
4agq_rdkit_ligand_01,PDB_4agq,2728,1,1.453891342,1,1,13571
4agq_rdkit_ligand_02,PDB_4agq,2728,2,1.874617188,1,1,13572
4agq_rdkit_ligand_03,PDB_4agq,2728,3,1.852591482,1,1,13573
4agq_rdkit_ligand_14,PDB_4agq,2728,14,6.895694425,0,1,13574
4agq_rdkit_ligand_17,PDB_4agq,2728,17,6.503903587,0,1,13575
4agq_rdkit_ligand_20,PDB_4agq,2728,20,7.368855011,0,1,13576
4ahr_rdkit_ligand_02,PDB_4ahr,2729,2,1.387438493,0,1,13577
4ahr_rdkit_ligand_04,PDB_4ahr,2729,4,1.827190349,0,1,13578
4ahr_rdkit_ligand_11,PDB_4ahr,2729,11,5.661989838,0,1,13579
4ahr_rdkit_ligand_14,PDB_4ahr,2729,14,5.05265901,0,1,13580
4ahr_rdkit_ligand_17,PDB_4ahr,2729,17,5.228457892,0,1,13581
4ahs_rdkit_ligand_09,PDB_4ahs,2730,9,1.991630655,0,1,13582
4ahs_rdkit_ligand_13,PDB_4ahs,2730,13,4.523926834,0,1,13583
4ahs_rdkit_ligand_14,PDB_4ahs,2730,14,5.092964567,0,1,13584
4ahu_rdkit_ligand_03,PDB_4ahu,2731,3,1.469415502,0,1,13585
4ahu_rdkit_ligand_05,PDB_4ahu,2731,5,4.514180204,0,1,13586
4ahu_rdkit_ligand_08,PDB_4ahu,2731,8,4.645839294,0,1,13587
4ahu_rdkit_ligand_09,PDB_4ahu,2731,9,4.545947609,0,1,13588
4ahu_rdkit_ligand_11,PDB_4ahu,2731,11,1.382259141,0,1,13589
4ai5_rdkit_ligand_03,PDB_4ai5,2732,3,0.908516423,0,1,13590
4ai5_rdkit_ligand_16,PDB_4ai5,2732,16,5.815479156,0,1,13591
4ai5_rdkit_ligand_18,PDB_4ai5,2732,18,4.724690293,0,1,13592
4ai5_rdkit_ligand_19,PDB_4ai5,2732,19,6.584425149,0,1,13593
4aia_rdkit_ligand_05,PDB_4aia,2733,5,1.821430457,0,1,13594
4aia_rdkit_ligand_06,PDB_4aia,2733,6,0.581097629,0,1,13595
4aig_rdkit_ligand_01,PDB_4aig,2734,1,7.636722748,0,1,13596
4aig_rdkit_ligand_02,PDB_4aig,2734,2,0.704712112,1,1,13597
4aig_rdkit_ligand_04,PDB_4aig,2734,4,7.774199372,0,1,13598
4aig_rdkit_ligand_06,PDB_4aig,2734,6,7.110262731,0,1,13599
4aj4_rdkit_ligand_01,PDB_4aj4,2735,1,8.50502987,0,1,13600
4aj4_rdkit_ligand_03,PDB_4aj4,2735,3,8.215224595,0,1,13601
4aj4_rdkit_ligand_09,PDB_4aj4,2735,9,8.833757532,0,1,13602
4aje_rdkit_ligand_01,PDB_4aje,2736,1,1.637668058,0,1,13603
4aje_rdkit_ligand_02,PDB_4aje,2736,2,1.253418579,0,1,13604
4aje_rdkit_ligand_03,PDB_4aje,2736,3,1.646696066,0,1,13605
4aje_rdkit_ligand_04,PDB_4aje,2736,4,1.222997493,0,1,13606
4aje_rdkit_ligand_05,PDB_4aje,2736,5,0.986429758,0,1,13607
4aji_rdkit_ligand_01,PDB_4aji,2737,1,1.66331154,0,1,13608
4aji_rdkit_ligand_02,PDB_4aji,2737,2,7.278815345,0,1,13609
4aji_rdkit_ligand_03,PDB_4aji,2737,3,0.927417651,0,1,13610
4aji_rdkit_ligand_04,PDB_4aji,2737,4,1.340824353,0,1,13611
4aji_rdkit_ligand_05,PDB_4aji,2737,5,1.159455619,0,1,13612
4aji_rdkit_ligand_06,PDB_4aji,2737,6,6.251877527,0,1,13613
4aji_rdkit_ligand_08,PDB_4aji,2737,8,5.230836002,0,1,13614
4aji_rdkit_ligand_16,PDB_4aji,2737,16,1.528349473,0,1,13615
4ajl_rdkit_ligand_01,PDB_4ajl,2738,1,8.367787481,0,1,13616
4ajl_rdkit_ligand_02,PDB_4ajl,2738,2,11.88554458,0,1,13617
4ajl_rdkit_ligand_03,PDB_4ajl,2738,3,12.08892354,0,1,13618
4ajl_rdkit_ligand_06,PDB_4ajl,2738,6,0.679865253,0,1,13619
4ajl_rdkit_ligand_14,PDB_4ajl,2738,14,1.556045048,0,1,13620
4ajl_rdkit_ligand_19,PDB_4ajl,2738,19,1.549775621,0,1,13621
4alx_rdkit_ligand_01,PDB_4alx,2739,1,0.948083699,1,1,13622
4alx_rdkit_ligand_02,PDB_4alx,2739,2,4.706660918,0,1,13623
4alx_rdkit_ligand_03,PDB_4alx,2739,3,10.20984743,0,1,13624
4alx_rdkit_ligand_04,PDB_4alx,2739,4,11.01668466,0,1,13625
4aoi_rdkit_ligand_01,PDB_4aoi,2740,1,0.431293618,1,1,13626
4aoi_rdkit_ligand_02,PDB_4aoi,2740,2,1.051169807,1,1,13627
4aoi_rdkit_ligand_03,PDB_4aoi,2740,3,1.192773441,1,1,13628
4aoi_rdkit_ligand_04,PDB_4aoi,2740,4,6.408202536,0,1,13629
4aoi_rdkit_ligand_05,PDB_4aoi,2740,5,6.343612416,0,1,13630
4aoi_rdkit_ligand_06,PDB_4aoi,2740,6,5.622591959,0,1,13631
4aoi_rdkit_ligand_07,PDB_4aoi,2740,7,1.701532751,1,1,13632
4ap7_rdkit_ligand_01,PDB_4ap7,2741,1,0.480139389,1,1,13633
4ap7_rdkit_ligand_02,PDB_4ap7,2741,2,0.571266903,1,1,13634
4ap7_rdkit_ligand_03,PDB_4ap7,2741,3,6.318465548,0,1,13635
4ap7_rdkit_ligand_04,PDB_4ap7,2741,4,1.712461277,1,1,13636
4ap7_rdkit_ligand_06,PDB_4ap7,2741,6,7.644972915,0,1,13637
4ap7_rdkit_ligand_07,PDB_4ap7,2741,7,8.569853266,0,1,13638
4app_rdkit_ligand_01,PDB_4app,2742,1,11.63113096,0,1,13639
4app_rdkit_ligand_02,PDB_4app,2742,2,8.206395224,0,1,13640
4app_rdkit_ligand_03,PDB_4app,2742,3,8.462323392,0,1,13641
4aq6_rdkit_ligand_01,PDB_4aq6,2743,1,0.87311769,1,1,13642
4aq6_rdkit_ligand_06,PDB_4aq6,2743,6,4.52419864,0,1,13643
4aq6_rdkit_ligand_08,PDB_4aq6,2743,8,4.509769035,0,1,13644
4aq6_rdkit_ligand_09,PDB_4aq6,2743,9,4.667146844,0,1,13645
4ara_rdkit_ligand_01,PDB_4ara,2744,1,7.875859034,0,1,13646
4ara_rdkit_ligand_03,PDB_4ara,2744,3,1.875283179,1,1,13647
4ara_rdkit_ligand_07,PDB_4ara,2744,7,7.646111883,0,1,13648
4ara_rdkit_ligand_11,PDB_4ara,2744,11,7.976557318,0,1,13649
4ara_rdkit_ligand_18,PDB_4ara,2744,18,1.896266774,1,1,13650
4arb_rdkit_ligand_02,PDB_4arb,2745,2,7.790541106,0,1,13651
4arb_rdkit_ligand_05,PDB_4arb,2745,5,1.959480952,1,1,13652
4arb_rdkit_ligand_06,PDB_4arb,2745,6,7.753279056,0,1,13653
4arb_rdkit_ligand_11,PDB_4arb,2745,11,7.943924363,0,1,13654
4arb_rdkit_ligand_16,PDB_4arb,2745,16,1.81544193,1,1,13655
4arb_rdkit_ligand_17,PDB_4arb,2745,17,1.824662687,1,1,13656
4arb_rdkit_ligand_20,PDB_4arb,2745,20,1.953091928,1,1,13657
4arw_rdkit_ligand_01,PDB_4arw,2746,1,0.587356862,1,1,13658
4arw_rdkit_ligand_07,PDB_4arw,2746,7,1.821424191,1,1,13659
4arw_rdkit_ligand_08,PDB_4arw,2746,8,1.110559694,1,1,13660
4arw_rdkit_ligand_09,PDB_4arw,2746,9,1.920545745,1,1,13661
4arw_rdkit_ligand_11,PDB_4arw,2746,11,6.297318523,0,1,13662
4arw_rdkit_ligand_12,PDB_4arw,2746,12,6.396415432,0,1,13663
4arw_rdkit_ligand_13,PDB_4arw,2746,13,5.953265655,0,1,13664
4asd_rdkit_ligand_01,PDB_4asd,2747,1,0.712212683,1,1,13665
4asd_rdkit_ligand_02,PDB_4asd,2747,2,1.996670557,1,1,13666
4asd_rdkit_ligand_03,PDB_4asd,2747,3,1.115091336,1,1,13667
4asd_rdkit_ligand_05,PDB_4asd,2747,5,11.67662264,0,1,13668
4asd_rdkit_ligand_06,PDB_4asd,2747,6,11.47501482,0,1,13669
4asd_rdkit_ligand_07,PDB_4asd,2747,7,11.47749152,0,1,13670
4asd_rdkit_ligand_15,PDB_4asd,2747,15,1.430760069,1,1,13671
4ase_rdkit_ligand_01,PDB_4ase,2748,1,0.75050306,1,1,13672
4ase_rdkit_ligand_02,PDB_4ase,2748,2,1.315155706,1,1,13673
4ase_rdkit_ligand_03,PDB_4ase,2748,3,11.29697329,0,1,13674
4ase_rdkit_ligand_04,PDB_4ase,2748,4,11.51948353,0,1,13675
4ase_rdkit_ligand_05,PDB_4ase,2748,5,1.958687012,1,1,13676
4ase_rdkit_ligand_06,PDB_4ase,2748,6,11.5318692,0,1,13677
4asj_rdkit_ligand_01,PDB_4asj,2749,1,0.565614022,1,1,13678
4asj_rdkit_ligand_02,PDB_4asj,2749,2,0.568224656,1,1,13679
4asj_rdkit_ligand_03,PDB_4asj,2749,3,6.649663052,0,1,13680
4asj_rdkit_ligand_05,PDB_4asj,2749,5,6.517262502,0,1,13681
4asj_rdkit_ligand_06,PDB_4asj,2749,6,6.481465912,0,1,13682
4at3_rdkit_ligand_01,PDB_4at3,2750,1,7.618709211,0,1,13683
4at3_rdkit_ligand_05,PDB_4at3,2750,5,7.453363161,0,1,13684
4at3_rdkit_ligand_06,PDB_4at3,2750,6,7.808094222,0,1,13685
4att_rdkit_ligand_03,PDB_4att,2751,3,5.154547507,0,1,13686
4att_rdkit_ligand_04,PDB_4att,2751,4,4.743092612,0,1,13687
4att_rdkit_ligand_07,PDB_4att,2751,7,4.685583691,0,1,13688
4att_rdkit_ligand_20,PDB_4att,2751,20,1.881393182,1,1,13689
4au8_rdkit_ligand_01,PDB_4au8,2752,1,0.411181833,1,1,13690
